order_id,order_time,product_id,store_id,customer_id,qty,selling_price_aed,discount_pct,payment_status,return_flag
ORD-0003174,2024-08-24 18:16:13,PROD-00176,STORE-009,CUST-001218,1,151.62,20.0,Paid,False
ORD-0003175,2024-07-04 16:03:00,PROD-00068,STORE-004,CUST-004998,4,688.79,5.0,Paid,False
ORD-0003176,2024-02-16 14:20:30,PROD-00043,STORE-013,CUST-003507,1,461.58,15.0,Paid,True
ORD-0003177,2024-07-26 01:11:00,PROD-00177,STORE-005,CUST-002877,1,79.44,15.0,Paid,False
ORD-0003178,2024-05-06 01:59:56,PROD-00045,STORE-011,CUST-003906,2,393.71,0.0,Paid,False
ORD-0003179,2024-12-07 19:32:00,PROD-00050,STORE-005,CUST-001482,1,751.47,0.0,Paid,False
ORD-0003180,2024-04-05 02:33:00,PROD-00247,STORE-012,CUST-003649,3,216.53,0.0,Refunded,False
ORD-0003181,2024-10-03 00:32:24,PROD-00147,STORE-012,CUST-001864,1,293.49,15.0,Paid,False
ORD-0003182,2024-08-18 03:24:16,PROD-00015,STORE-002,CUST-000331,1,138.61,5.0,Paid,False
ORD-0003183,2024-10-19 22:24:23,PROD-00230,STORE-012,CUST-000655,2,133.72,10.0,Paid,False
ORD-0003184,2024-08-24 18:28:32,PROD-00133,STORE-015,CUST-004657,2,78.45,0.0,Paid,False
ORD-0003185,2024-07-14 19:23:37,PROD-00150,STORE-004,CUST-000448,1,86.0,0.0,Refunded,False
ORD-0003186,2024-05-13 00:55:57,PROD-00206,STORE-010,CUST-001531,4,852.8,5.0,Paid,False
ORD-0003187,2024-12-09 22:36:26,PROD-00154,STORE-016,CUST-002646,2,342.88,10.0,Paid,False
ORD-0003188,2024-05-03 09:10:00,PROD-00110,STORE-010,CUST-000254,3,89.97,20.0,Paid,False
ORD-0003189,2024-10-30 05:37:00,PROD-00016,STORE-010,CUST-000105,1,98.17,5.0,Paid,True
ORD-0003190,2024-12-10 01:46:00,PROD-00130,STORE-016,CUST-002034,2,72.92,0.0,Paid,False
ORD-0003191,2024-06-24 22:56:24,PROD-00195,STORE-003,CUST-000810,1,862.16,10.0,Paid,False
ORD-0003192,2024-05-14 21:27:12,PROD-00044,STORE-001,CUST-000784,2,411.45,10.0,Paid,False
ORD-0003193,2024-04-20 20:35:37,PROD-00240,STORE-010,CUST-001941,1,70.47,0.0,Paid,False
ORD-0003194,2024-09-28 00:11:21,PROD-00079,STORE-012,CUST-001157,3,142.5,5.0,Paid,False
ORD-0003196,2024-03-30 23:03:56,PROD-00278,STORE-005,CUST-002887,2,93.32,25.0,Paid,False
ORD-0003197,2024-02-29 11:38:03,PROD-00067,STORE-005,CUST-001415,1,827.52,10.0,Paid,False
ORD-0003198,2024-02-04 14:55:15,PROD-00260,STORE-016,CUST-004416,1,71.64,10.0,Paid,False
ORD-0003200,2024-10-05 10:12:00,PROD-00184,STORE-013,CUST-003028,1,433.76,15.0,Paid,False
ORD-0003201,2024-07-06 14:27:07,PROD-00182,STORE-010,CUST-003314,1,104.47,0.0,Paid,False
ORD-0003202,2024-11-25 02:30:53,PROD-00089,STORE-012,CUST-004208,5,82.72,0.0,Paid,False
ORD-0003203,2024-02-26 12:41:00,PROD-00208,STORE-004,CUST-000653,2,324.05,5.0,Paid,False
ORD-0003204,2024-07-23 04:06:22,PROD-00278,STORE-012,CUST-002756,1,118.2,5.0,Paid,False
ORD-0003205,2024-02-17 08:55:10,PROD-00258,STORE-016,CUST-001819,3,3984.9,0.0,Paid,False
ORD-0003206,2024-01-03 22:09:27,PROD-00194,STORE-016,CUST-000185,2,576.33,0.0,Paid,False
ORD-0003207,2024-01-20 07:07:20,PROD-00194,STORE-008,CUST-004654,2,576.33,0.0,Paid,False
ORD-0003208,2024-09-02 19:26:19,PROD-00048,STORE-005,CUST-001859,5,3916.0,5.0,Paid,False
ORD-0003209,2024-09-04 02:37:00,PROD-00132,STORE-013,CUST-000238,2,102.95,5.0,Paid,False
ORD-0003210,2024-09-25 11:45:00,PROD-00057,STORE-005,CUST-003968,1,304.8,0.0,Failed,True
ORD-0003211,2024-04-06 04:13:48,PROD-00106,STORE-016,CUST-004370,1,26.27,15.0,Paid,False
ORD-0003212,2024-07-18 06:23:37,PROD-00037,STORE-007,CUST-003464,2,818.88,5.0,Refunded,False
ORD-0003213,2024-09-21 17:25:00,PROD-00131,STORE-009,CUST-003201,2,2912.91,15.0,Paid,False
ORD-0003214,2024-01-13 02:31:39,PROD-00108,STORE-001,CUST-002194,1,558.58,0.0,Paid,False
ORD-0003215,2024-03-16 04:32:48,PROD-00073,STORE-009,CUST-001304,1,371.1,15.0,Paid,False
ORD-0003216,2024-12-26 18:01:37,PROD-00200,STORE-001,CUST-003237,2,2773.77,10.0,Paid,False
ORD-0003217,2024-07-20 05:21:36,PROD-00056,STORE-006,CUST-003160,3,996.1,5.0,Paid,False
ORD-0003218,2024-09-09 10:56:24,PROD-00204,STORE-007,CUST-002045,2,189.72,0.0,Paid,False
ORD-0003219,2024-06-02 12:24:01,PROD-00249,STORE-005,CUST-004526,5,3734.37,20.0,Refunded,False
ORD-0003220,2024-08-11 15:22:41,PROD-00270,STORE-008,CUST-001178,1,501.72,5.0,Paid,False
ORD-0003221,2024-07-20 18:02:00,PROD-00083,STORE-008,CUST-004304,1,157.71,0.0,Refunded,False
ORD-0003222,2024-08-01 09:17:00,PROD-00077,STORE-018,CUST-000178,1,3804.63,0.0,Paid,False
ORD-0003223,2024-09-13 10:11:13,PROD-00267,STORE-005,CUST-001179,1,59.17,5.0,Paid,False
ORD-0003224,2024-01-16 02:54:02,PROD-00177,STORE-018,CUST-002895,2,74.77,20.0,Paid,False
ORD-0003225,2024-02-02 18:55:20,PROD-00247,STORE-009,CUST-000044,2,194.88,10.0,Paid,False
ORD-0003226,2024-04-25 16:32:00,PROD-00103,STORE-009,CUST-001747,1,268.96,10.0,Paid,False
ORD-0003227,2024-06-28 00:49:40,PROD-00025,STORE-002,CUST-003975,1,19.47,20.0,Paid,False
ORD-0003228,2024-05-03 11:34:27,PROD-00174,STORE-017,CUST-003562,1,98.64,0.0,Paid,False
ORD-0003229,2024-02-12 23:54:10,PROD-00023,STORE-016,CUST-001545,1,1668.15,5.0,Paid,False
ORD-0003230,2024-10-23 09:57:00,PROD-00079,STORE-017,CUST-002061,3,135.0,10.0,Paid,False
ORD-0003231,2024-10-06 21:57:21,PROD-00246,STORE-009,CUST-000423,2,144.7,15.0,Paid,False
ORD-0003232,2024-04-26 19:12:00,PROD-00213,STORE-015,CUST-000803,1,643.84,0.0,Paid,False
ORD-0003233,2024-07-09 00:46:41,PROD-00069,STORE-014,CUST-000333,3,89.83,0.0,Paid,False
ORD-0003234,2024-03-23 23:55:00,PROD-00299,STORE-018,CUST-004801,4,127.0,5.0,Refunded,False
ORD-0003235,2024-02-03 11:24:34,PROD-00143,STORE-004,CUST-000970,2,17.68,5.0,Refunded,False
ORD-0003236,2024-09-09 23:50:16,PROD-00003,STORE-017,CUST-004126,4,1096.7,5.0,Paid,False
ORD-0003237,2024-05-17 00:25:00,PROD-00062,STORE-008,CUST-002770,1,687.52,5.0,Paid,False
ORD-0003238,2024-05-27 19:12:50,PROD-00035,STORE-003,CUST-000460,2,623.22,5.0,Paid,False
ORD-0003239,2024-05-31 21:41:00,PROD-00190,STORE-008,CUST-000831,4,332.37,0.0,Paid,False
ORD-0003240,2024-02-13 13:35:00,PROD-00102,STORE-010,CUST-003129,1,693.53,10.0,Paid,False
ORD-0003241,2024-02-13 10:15:00,PROD-00124,STORE-015,CUST-001353,5,1226.74,15.0,Refunded,False
ORD-0003242,2024-06-04 13:54:39,PROD-00207,STORE-008,CUST-004824,2,80.51,10.0,Paid,False
ORD-0003243,2024-11-28 16:12:00,PROD-00168,STORE-018,CUST-002223,2,72.22,25.0,Paid,False
ORD-0003244,2024-03-13 08:55:18,PROD-00127,STORE-003,CUST-003203,1,3804.39,5.0,Paid,False
ORD-0003245,2024-09-19 17:58:55,PROD-00198,STORE-015,CUST-000863,1,604.1,0.0,Paid,False
ORD-0003246,2024-07-29 15:53:00,PROD-00206,STORE-005,CUST-001826,3,763.03,15.0,Paid,False
ORD-0003247,2024-08-09 16:07:35,PROD-00182,STORE-016,CUST-003651,1,94.02,10.0,Paid,False
ORD-0003248,2024-11-07 05:55:04,PROD-00031,STORE-005,CUST-002373,1,114.87,5.0,Paid,False
ORD-0003249,2024-01-27 16:36:14,PROD-00084,STORE-002,CUST-000372,1,1276.65,10.0,Paid,False
ORD-0003250,2024-06-22 01:45:24,PROD-00047,STORE-012,CUST-000965,1,243.2,20.0,Failed,False
ORD-0003251,2024-09-19 07:03:00,PROD-00216,STORE-003,CUST-003401,3,102.7,5.0,Failed,False
ORD-0003252,2024-06-28 14:23:00,PROD-00184,STORE-010,CUST-000573,2,459.28,10.0,Paid,True
ORD-0003253,2024-06-14 06:36:00,PROD-00149,STORE-018,CUST-000931,1,2611.0,0.0,Paid,False
ORD-0003254,2024-11-20 01:03:50,PROD-00261,STORE-006,CUST-001728,3,54.61,0.0,Paid,False
ORD-0003255,2024-07-26 06:34:00,PROD-00255,STORE-002,CUST-000465,1,335.52,10.0,Refunded,False
ORD-0003256,2024-03-17 07:37:00,PROD-00122,STORE-018,CUST-004168,2,500.95,0.0,Paid,False
ORD-0003257,2024-11-16 07:56:21,PROD-00200,STORE-004,CUST-002323,1,2927.87,5.0,Paid,False
ORD-0003258,2024-11-02 18:09:00,PROD-00122,STORE-018,CUST-004065,2,450.86,10.0,Paid,False
ORD-0003259,2024-06-30 16:44:00,PROD-00206,STORE-012,CUST-001573,2,628.38,30.0,Paid,False
ORD-0003260,2024-08-26 23:06:00,PROD-00149,STORE-005,CUST-004682,1,1827.7,30.0,Paid,False
ORD-0003261,2024-05-15 04:48:00,PROD-00212,STORE-006,CUST-003080,1,58.73,15.0,Paid,True
ORD-0003262,2024-01-24 16:49:43,PROD-00161,STORE-006,CUST-002855,2,47.42,15.0,Paid,False
ORD-0003263,2024-09-15 06:21:07,PROD-00182,STORE-007,CUST-003656,2,104.47,0.0,Refunded,False
ORD-0003264,2024-06-28 07:43:05,PROD-00178,STORE-014,CUST-002473,1,226.54,25.0,Paid,False
ORD-0003265,2024-07-24 17:04:00,PROD-00125,STORE-001,CUST-002050,1,321.51,20.0,Paid,False
ORD-0003266,2024-08-08 16:16:58,PROD-00129,STORE-002,CUST-000114,3,25.86,0.0,Paid,False
ORD-0003267,2024-07-12 18:35:39,PROD-00158,STORE-014,CUST-001279,3,74.98,20.0,Paid,False
ORD-0003268,2024-07-14 23:54:00,PROD-00115,STORE-003,CUST-001546,1,11.1,20.0,Paid,False
ORD-0003269,2024-12-29 11:05:00,PROD-00197,STORE-017,CUST-002582,1,184.98,0.0,Paid,False
ORD-0003270,2024-09-29 00:19:56,PROD-00243,STORE-008,CUST-004985,2,47.74,10.0,Paid,False
ORD-0003271,2024-11-15 01:06:03,PROD-00096,STORE-011,CUST-002734,2,684.74,10.0,Refunded,False
ORD-0003272,2024-03-05 06:40:40,PROD-00115,STORE-016,CUST-004749,1,11.1,20.0,Paid,False
ORD-0003273,2024-11-27 16:51:06,PROD-00158,STORE-007,CUST-001246,3,89.04,5.0,Paid,False
ORD-0003274,2024-06-06 10:40:26,PROD-00192,STORE-002,CUST-001620,1,247.04,15.0,Paid,False
ORD-0003275,2024-12-26 13:07:00,PROD-00146,STORE-004,CUST-000397,2,337.03,10.0,Paid,False
ORD-0003276,2024-07-22 12:04:46,PROD-00272,STORE-013,CUST-002590,1,1126.94,15.0,Failed,False
ORD-0003277,2024-12-13 03:03:00,PROD-00291,STORE-010,CUST-001845,1,109.72,15.0,Paid,False
ORD-0003278,2024-08-29 09:41:00,PROD-00266,STORE-005,CUST-000767,1,68.83,0.0,Paid,True
ORD-0003279,2024-03-18 04:18:00,PROD-00064,STORE-001,CUST-002873,3,257.45,15.0,Paid,False
ORD-0003280,2024-07-10 03:58:13,PROD-00087,STORE-003,CUST-002942,3,181.3,15.0,Paid,False
ORD-0003281,2024-05-10 23:50:00,PROD-00243,STORE-017,CUST-004971,1,45.08,15.0,Paid,False
ORD-0003282,2024-11-18 22:30:51,PROD-00068,STORE-018,CUST-000408,1,580.03,20.0,Failed,False
ORD-0003283,2024-01-23 15:10:38,PROD-00181,STORE-010,CUST-002692,1,645.36,0.0,Paid,False
ORD-0003284,2024-09-01 16:38:12,PROD-00118,STORE-007,CUST-001593,4,83.61,10.0,Paid,True
ORD-0003285,2024-02-20 19:01:36,PROD-00209,STORE-003,CUST-002539,4,297.95,20.0,Paid,False
ORD-0003286,2024-04-12 20:14:59,PROD-00144,STORE-008,CUST-002121,1,28.09,10.0,Paid,False
ORD-0003287,2024-06-21 06:03:43,PROD-00112,STORE-002,CUST-000244,3,138.35,0.0,Paid,False
ORD-0003288,2024-08-09 10:23:00,PROD-00202,STORE-006,CUST-000101,1,109.03,20.0,Paid,False
ORD-0003289,2024-09-21 01:59:41,PROD-00054,STORE-006,CUST-000177,3,12.03,0.0,Paid,True
ORD-0003290,2024-02-24 12:59:26,PROD-00227,STORE-008,CUST-000512,2,1124.56,10.0,Paid,False
ORD-0003291,2024-08-05 03:50:00,PROD-00263,STORE-012,CUST-000168,1,739.34,5.0,Paid,True
ORD-0003292,2024-10-25 19:51:00,PROD-00280,STORE-001,CUST-004161,3,64.17,15.0,Paid,False
ORD-0003293,2024-10-20 13:19:00,PROD-00097,STORE-004,CUST-001951,4,664.48,0.0,Paid,False
ORD-0003294,2024-10-19 11:55:11,PROD-00047,STORE-016,CUST-001105,2,304.0,0.0,Paid,False
ORD-0003295,2024-07-03 14:12:00,PROD-00161,STORE-011,CUST-001806,3,50.21,10.0,Paid,False
ORD-0003296,2024-02-07 06:26:05,PROD-00210,STORE-002,CUST-001644,3,126.96,5.0,Paid,False
ORD-0003297,2024-03-12 18:45:49,PROD-00042,STORE-008,CUST-000270,1,327.78,0.0,Paid,True
ORD-0003298,2024-02-29 15:40:00,PROD-00220,STORE-009,CUST-000627,5,25.05,0.0,Paid,False
ORD-0003299,2024-10-08 17:53:02,PROD-00024,STORE-011,CUST-004479,2,48.64,15.0,Paid,False
ORD-0003300,2024-05-01 09:40:37,PROD-00248,STORE-017,CUST-001368,1,2479.15,5.0,Failed,False
ORD-0003301,2024-11-19 14:30:09,PROD-00026,STORE-010,CUST-004480,1,26.1,30.0,Paid,False
ORD-0003302,2024-02-14 05:35:50,PROD-00114,STORE-001,CUST-004652,3,337.07,20.0,Paid,False
ORD-0003303,2024-08-21 18:09:53,PROD-00045,STORE-001,CUST-001919,2,334.65,15.0,Paid,True
ORD-0003304,2024-11-25 05:06:00,PROD-00152,STORE-006,CUST-001233,3,281.6,5.0,Paid,False
ORD-0003305,2024-02-14 19:50:00,PROD-00286,STORE-015,CUST-001591,1,156.52,5.0,Paid,False
ORD-0003306,2024-04-12 03:44:56,PROD-00177,STORE-004,CUST-000465,1,93.46,0.0,Paid,True
ORD-0003307,2024-07-05 06:40:57,PROD-00290,STORE-013,CUST-000983,1,3476.92,20.0,Paid,False
ORD-0003308,2024-11-30 18:33:15,PROD-00089,STORE-015,CUST-000438,1,82.72,0.0,Paid,False
ORD-0003309,2024-04-20 14:38:00,PROD-00205,STORE-015,CUST-003235,3,62.82,15.0,Failed,False
ORD-0003310,2024-08-26 04:48:47,PROD-00035,STORE-004,CUST-000071,2,557.62,15.0,Paid,False
ORD-0003311,2024-02-27 10:53:00,PROD-00039,STORE-008,CUST-002651,2,40.64,0.0,Paid,False
ORD-0003312,2024-09-24 19:57:37,PROD-00254,STORE-018,CUST-002398,1,677.52,0.0,Paid,False
ORD-0003314,2024-04-18 03:09:07,PROD-00270,STORE-013,CUST-002167,1,528.13,5.0,Paid,False
ORD-0003315,2024-08-16 21:43:34,PROD-00276,STORE-012,CUST-003697,2,203.79,15.0,Failed,False
ORD-0003316,2024-07-08 07:57:00,PROD-00256,STORE-007,CUST-004920,3,258.84,5.0,Paid,False
ORD-0003317,2024-05-25 04:44:45,PROD-00085,STORE-007,CUST-001843,1,23.41,0.0,Paid,False
ORD-0003318,2024-10-17 13:29:15,PROD-00207,STORE-013,CUST-001278,2,89.46,0.0,Paid,False
ORD-0003319,2024-12-30 21:57:00,PROD-00194,STORE-007,CUST-004115,1,576.33,0.0,Paid,False
ORD-0003320,2024-02-28 05:39:03,PROD-00276,STORE-006,CUST-000920,1,239.75,0.0,Paid,False
ORD-0003321,2024-06-26 15:00:00,PROD-00281,STORE-006,CUST-004288,2,1038.64,0.0,Paid,False
ORD-0003322,2024-05-03 06:51:41,PROD-00236,STORE-014,CUST-003922,1,1805.54,5.0,Paid,False
ORD-0003323,2024-09-30 03:24:00,PROD-00263,STORE-017,CUST-001065,1,778.25,0.0,Paid,False
ORD-0003324,2024-12-13 05:12:00,PROD-00201,STORE-004,CUST-004902,3,129.38,0.0,Refunded,False
ORD-0003325,2024-02-19 22:13:27,PROD-00135,STORE-010,CUST-001679,4,560.42,10.0,Paid,False
ORD-0003326,2024-07-25 22:50:49,PROD-00173,STORE-009,CUST-001887,3,198.63,5.0,Paid,False
ORD-0003327,2024-09-15 16:40:09,PROD-00249,STORE-018,CUST-000286,1,4434.56,5.0,Paid,True
ORD-0003328,2024-01-25 20:31:19,PROD-00029,STORE-002,CUST-000974,1,223.15,5.0,Paid,False
ORD-0003329,2024-06-21 02:28:13,PROD-00265,STORE-003,CUST-004020,2,390.01,0.0,Paid,False
ORD-0003330,2024-07-18 18:21:09,PROD-00100,STORE-006,CUST-000451,5,787.88,0.0,Paid,False
ORD-0003331,2024-12-06 03:08:06,PROD-00165,STORE-006,CUST-003920,20,787.2,20.0,Paid,False
ORD-0003332,2024-08-05 06:56:00,PROD-00124,STORE-004,CUST-003487,1,1371.06,5.0,Paid,False
ORD-0003333,2024-01-20 12:41:06,PROD-00085,STORE-004,CUST-001567,1,22.24,5.0,Failed,False
ORD-0003334,2024-02-24 02:23:36,PROD-00223,STORE-014,CUST-002318,1,669.24,5.0,Paid,False
ORD-0003335,2024-06-09 08:57:00,PROD-00039,STORE-004,CUST-002630,2,38.61,5.0,Paid,False
ORD-0003336,2024-08-14 08:11:08,PROD-00214,STORE-011,CUST-000210,2,284.8,0.0,Paid,False
ORD-0003337,2024-01-02 20:33:00,PROD-00232,STORE-011,CUST-001133,2,16.71,20.0,Refunded,False
ORD-0003338,2024-11-24 13:05:58,PROD-00262,STORE-012,CUST-000216,2,217.17,0.0,Paid,False
ORD-0003339,2024-08-22 03:28:00,PROD-00162,STORE-018,CUST-000052,1,148.58,5.0,Paid,False
ORD-0003340,2024-01-02 18:07:06,PROD-00209,STORE-010,CUST-004942,2,316.57,15.0,Paid,False
ORD-0003341,2024-06-03 19:09:04,PROD-00165,STORE-009,CUST-000237,2,787.2,20.0,Paid,False
ORD-0003342,2024-07-22 19:41:02,PROD-00161,STORE-006,CUST-002878,1,50.21,10.0,Failed,True
ORD-0003343,2024-08-19 19:45:23,PROD-00288,STORE-007,CUST-003931,1,307.57,5.0,Paid,False
ORD-0003344,2024-05-04 06:03:00,PROD-00135,STORE-006,CUST-003923,1,591.56,5.0,Paid,True
ORD-0003345,2024-12-23 01:04:22,PROD-00265,STORE-002,CUST-002403,4,390.01,0.0,Paid,False
ORD-0003346,2024-05-23 04:27:00,PROD-00126,STORE-013,CUST-000586,2,185.82,15.0,Paid,False
ORD-0003347,2024-05-02 15:06:44,PROD-00113,STORE-007,CUST-004423,1,47.2,0.0,Paid,False
ORD-0003349,2024-06-23 17:01:37,PROD-00088,STORE-006,CUST-003507,1,516.9,0.0,Paid,False
ORD-0003350,2024-04-13 17:34:00,PROD-00242,STORE-003,CUST-003736,1,127.74,0.0,Paid,False
ORD-0003351,2024-05-31 20:04:54,PROD-00133,STORE-015,CUST-000872,1,78.45,0.0,Paid,False
ORD-0003352,2024-03-26 14:16:31,PROD-00270,STORE-013,CUST-003749,2,528.13,0.0,Paid,False
ORD-0003353,2024-09-01 19:48:29,PROD-00163,STORE-010,CUST-001982,1,21.93,5.0,Paid,False
ORD-0003354,2024-06-14 02:34:41,PROD-00264,STORE-006,CUST-002176,2,277.11,15.0,Paid,False
ORD-0003355,2024-06-25 14:33:10,PROD-00046,STORE-016,CUST-003324,1,422.72,30.0,Paid,False
ORD-0003356,2024-02-15 10:22:00,PROD-00258,STORE-004,CUST-000574,1,3187.92,20.0,Failed,False
ORD-0003357,2024-05-11 18:09:00,PROD-00190,STORE-005,CUST-000310,2,332.37,0.0,Paid,False
ORD-0003358,2024-11-19 02:38:59,PROD-00270,STORE-016,CUST-000345,1,448.91,15.0,Paid,False
ORD-0003359,2024-01-16 03:13:47,PROD-00242,STORE-017,CUST-002282,1,114.97,10.0,Paid,True
ORD-0003360,2024-10-01 03:54:00,PROD-00216,STORE-018,CUST-003622,2,108.1,0.0,Paid,False
ORD-0003361,2024-02-17 00:45:00,PROD-00235,STORE-009,CUST-003850,2,552.84,0.0,Refunded,False
ORD-0003362,2024-02-19 20:13:36,PROD-00290,STORE-018,CUST-000949,1,4346.15,0.0,Paid,False
ORD-0003363,2024-02-14 23:17:16,PROD-00012,STORE-009,CUST-004465,1,330.8,0.0,Paid,False
ORD-0003364,2024-07-22 05:28:50,PROD-00180,STORE-013,CUST-001995,1,143.32,0.0,Paid,False
ORD-0003365,2024-10-18 12:24:06,PROD-00183,STORE-009,CUST-001349,1,1261.51,15.0,Failed,False
ORD-0003366,2024-10-17 05:46:00,PROD-00009,STORE-018,CUST-001685,3,213.36,5.0,Paid,False
ORD-0003367,2024-09-27 03:57:55,PROD-00158,STORE-006,CUST-004795,2,93.73,0.0,Paid,False
ORD-0003368,2024-08-26 03:47:49,PROD-00265,STORE-016,CUST-004504,2,351.01,10.0,Refunded,True
ORD-0003369,2024-04-02 11:13:00,PROD-00162,STORE-010,CUST-000052,1,132.94,15.0,Refunded,False
ORD-0003370,2024-09-09 08:04:26,PROD-00039,STORE-010,CUST-003356,1,34.54,15.0,Failed,False
ORD-0003371,2024-04-10 16:36:14,PROD-00251,STORE-002,CUST-000107,2,98.07,0.0,Paid,True
ORD-0003372,2024-12-05 02:37:13,PROD-00123,STORE-016,CUST-000656,1,52.01,0.0,Paid,False
ORD-0003373,2024-07-28 15:22:00,PROD-00157,STORE-012,CUST-001496,2,33.27,15.0,Paid,False
ORD-0003374,2024-04-18 17:42:00,PROD-00004,STORE-010,CUST-000950,2,438.57,0.0,Failed,False
ORD-0003375,2024-07-30 09:51:48,PROD-00077,STORE-008,CUST-000662,2,3804.63,0.0,Failed,False
ORD-0003376,2024-06-09 03:08:59,PROD-00007,STORE-003,CUST-004281,4,333.9,0.0,Paid,False
ORD-0003377,2024-07-09 06:04:51,PROD-00026,STORE-015,CUST-001388,1,37.29,5.0,Paid,False
ORD-0003378,2024-09-16 11:04:12,PROD-00186,STORE-001,CUST-001804,1,127.21,5.0,Paid,False
ORD-0003379,2024-04-29 23:27:02,PROD-00126,STORE-009,CUST-000339,3,185.82,15.0,Paid,False
ORD-0003380,2024-03-11 12:58:00,PROD-00285,STORE-010,CUST-001816,1,174.08,10.0,Paid,False
ORD-0003381,2024-07-09 05:34:51,PROD-00056,STORE-017,CUST-000593,3,891.25,15.0,Paid,False
ORD-0003382,2024-02-21 19:55:08,PROD-00138,STORE-004,CUST-003174,1,421.8,5.0,Paid,False
ORD-0003383,2024-11-24 03:34:03,PROD-00224,STORE-016,CUST-000975,2,2635.22,0.0,Paid,False
ORD-0003384,2024-04-12 23:59:23,PROD-00005,STORE-009,CUST-004126,1,118.08,10.0,Paid,False
ORD-0003385,2024-08-02 04:14:11,PROD-00045,STORE-006,CUST-002361,1,393.71,0.0,Paid,False
ORD-0003386,2024-05-22 01:37:14,PROD-00125,STORE-001,CUST-001721,1,381.8,5.0,Failed,False
ORD-0003387,2024-03-19 06:00:00,PROD-00262,STORE-013,CUST-004354,1,195.45,10.0,Paid,False
ORD-0003388,2024-03-09 18:36:00,PROD-00103,STORE-014,CUST-004008,2,268.96,10.0,Paid,False
ORD-0003389,2024-06-20 03:07:10,PROD-00124,STORE-015,CUST-002311,1,1154.58,20.0,Failed,False
ORD-0003390,2024-01-23 13:20:00,PROD-00175,STORE-018,CUST-000330,2,534.31,20.0,Paid,False
ORD-0003391,2024-08-17 07:01:21,PROD-00147,STORE-014,CUST-000462,1,345.28,0.0,Paid,False
ORD-0003393,2024-03-26 15:48:43,PROD-00058,STORE-018,CUST-004119,3,76.86,10.0,Paid,False
ORD-0003394,2024-04-22 12:24:10,PROD-00152,STORE-018,CUST-003824,1,222.32,25.0,Paid,False
ORD-0003395,2024-03-18 03:31:53,PROD-00006,STORE-004,CUST-001095,2,568.42,0.0,Refunded,False
ORD-0003396,2024-06-28 18:48:37,PROD-00077,STORE-012,CUST-000455,3,3804.63,0.0,Paid,False
ORD-0003397,2024-12-19 07:23:31,PROD-00287,STORE-010,CUST-000671,2,1283.25,5.0,Refunded,False
ORD-0003398,2024-11-09 16:46:38,PROD-00159,STORE-012,CUST-000626,2,4062.24,0.0,Refunded,False
ORD-0003399,2024-12-28 05:31:00,PROD-00128,STORE-010,CUST-002889,1,66.53,15.0,Paid,False
ORD-0003400,2024-10-19 09:44:58,PROD-00140,STORE-007,CUST-001864,1,760.3,0.0,Paid,False
ORD-0003402,2024-05-08 15:40:18,PROD-00055,STORE-005,CUST-002471,3,1950.33,0.0,Paid,False
ORD-0003403,2024-07-02 20:16:13,PROD-00068,STORE-004,CUST-002845,1,688.79,5.0,Paid,False
ORD-0003404,2024-11-21 14:27:36,PROD-00092,STORE-008,CUST-002699,1,928.76,20.0,Failed,False
ORD-0003405,2024-11-01 13:06:37,PROD-00088,STORE-012,CUST-004303,2,516.9,0.0,Refunded,False
ORD-0003406,2024-03-28 14:45:00,PROD-00038,STORE-007,CUST-000953,2,398.51,0.0,Paid,False
ORD-0003408,2024-07-25 20:41:00,PROD-00011,STORE-017,CUST-000025,1,499.92,5.0,Paid,False
ORD-0003409,2024-04-17 06:10:00,PROD-00191,STORE-010,CUST-004292,4,54.93,10.0,Failed,False
ORD-0003410,2024-11-09 01:40:00,PROD-00128,STORE-012,CUST-003703,1,62.62,20.0,Paid,False
ORD-0003411,2024-12-08 01:01:48,PROD-00085,STORE-018,CUST-004327,3,21.07,10.0,Paid,False
ORD-0003412,2024-06-17 00:34:22,PROD-00225,STORE-012,CUST-002176,1,332.99,0.0,Paid,False
ORD-0003414,2024-08-09 10:54:09,PROD-00091,STORE-017,CUST-000150,3,76.02,20.0,Paid,False
ORD-0003415,2024-01-10 17:29:10,PROD-00290,STORE-004,CUST-003894,2,4346.15,10.0,Refunded,False
ORD-0003416,2024-03-30 22:09:08,PROD-00057,STORE-005,CUST-003250,2,304.8,0.0,Paid,False
ORD-0003417,2024-07-19 06:38:00,PROD-00241,STORE-011,CUST-003085,1,305.45,20.0,Paid,False
ORD-0003418,2024-04-28 10:27:30,PROD-00170,STORE-001,CUST-004716,2,417.14,5.0,Paid,False
ORD-0003419,2024-08-18 02:42:12,PROD-00194,STORE-015,CUST-003650,1,461.06,20.0,Paid,False
ORD-0003420,2024-09-18 14:50:33,PROD-00183,STORE-006,CUST-002899,1,1484.13,0.0,Paid,False
ORD-0003421,2024-09-29 02:47:00,PROD-00104,STORE-014,CUST-002877,3,62.73,15.0,Paid,False
ORD-0003422,2024-07-16 05:13:18,PROD-00077,STORE-014,CUST-003477,1,3614.4,5.0,Paid,False
ORD-0003423,2024-08-23 06:35:08,PROD-00099,STORE-011,CUST-001526,3,511.16,10.0,Paid,False
ORD-0003424,2024-12-25 11:58:40,PROD-00083,STORE-002,CUST-003243,1,149.82,5.0,Paid,False
